,target_azimuth,target_elevation,measurement_azimuth,measurement_elevation,center_frequency,psd_bandwidth,timestamp,frequency_start,frequency_stop,frequency_step,samples,psd_0,psd_1,psd_2,psd_3,psd_4,psd_5,psd_6,psd_7,psd_8,psd_9,psd_10,psd_11,psd_12,psd_13,psd_14,psd_15,psd_min,psd_max,psd_mean
57,175.88274326518356,31.739748472695084,175.5,31.5,1250000000.0,250000.0,2023-03-01 11:57:20,1248000000.0,1252000000.0,250000.0,4000440,-74.76332,-73.52836,-72.75505,-72.59418,-72.50297,-72.44302,-72.4089,-72.40061,-72.39466,-72.43935,-72.505135,-72.58426,-72.70007,-72.82056,-72.99216,-73.697975,-74.76332,-72.39466,-72.84566124999999
58,171.88274326518356,31.739748472695084,171.5,31.5,1250000000.0,250000.0,2023-03-01 11:57:36,1248000000.0,1252000000.0,250000.0,4000440,-74.313995,-73.19587,-72.46557,-72.29279,-72.16609,-72.073975,-72.00445,-71.954796,-71.91573,-71.915565,-71.95849,-72.02918,-72.118835,-72.23838,-72.40814,-73.14406,-74.313995,-71.915565,-72.38724475000001
59,167.88274326518356,31.739748472695084,167.5,31.5,1250000000.0,250000.0,2023-03-01 11:57:54,1248000000.0,1252000000.0,250000.0,4000440,-74.38895,-73.19476,-72.47578,-72.31498,-72.201416,-72.11669,-72.04611,-72.00891,-72.00686,-72.015076,-72.04971,-72.13302,-72.24074,-72.3717,-72.54367,-73.277504,-74.38895,-72.00686,-72.46161724999999
60,167.88274326518356,35.739748472695084,167.5,35.5,1250000000.0,250000.0,2023-03-01 11:58:16,1248000000.0,1252000000.0,250000.0,4000440,-74.401535,-73.10977,-72.40199,-72.27312,-72.18827,-72.12875,-72.08399,-72.07188,-72.08089,-72.11825,-72.16753,-72.248886,-72.35431,-72.49637,-72.67963,-73.40779,-74.401535,-72.07188,-72.51331006249998
61,171.88274326518356,35.739748472695084,172.0,35.5,1250000000.0,250000.0,2023-03-01 11:58:33,1248000000.0,1252000000.0,250000.0,4000440,-74.33882,-73.14225,-72.42248,-72.26861,-72.15735,-72.07383,-72.01104,-71.97166,-71.95088,-71.97589,-72.02055,-72.09801,-72.19679,-72.32636,-72.50441,-73.237625,-74.33882,-71.95088,-72.4185346875
62,175.88274326518356,35.739748472695084,176.0,35.5,1250000000.0,250000.0,2023-03-01 11:58:46,1248000000.0,1252000000.0,250000.0,4000440,-74.29228,-73.13583,-72.40857,-72.237946,-72.113365,-72.0291,-71.96278,-71.92815,-71.91095,-71.92134,-71.96408,-72.028824,-72.1214,-72.25139,-72.427826,-73.16813,-74.29228,-71.91095,-72.3688725625
63,179.88274326518356,35.739748472695084,179.5,35.5,1250000000.0,250000.0,2023-03-01 11:59:00,1248000000.0,1252000000.0,250000.0,4000440,-74.37571,-73.21725,-72.48918,-72.32717,-72.210495,-72.12441,-72.04557,-72.00328,-71.97399,-71.983604,-72.03154,-72.11603,-72.21469,-72.33108,-72.50344,-73.24455,-74.37571,-71.97399,-72.4494993125
64,183.88274326518356,35.739748472695084,184.0,35.5,1250000000.0,250000.0,2023-03-01 11:59:16,1248000000.0,1252000000.0,250000.0,4000440,-74.40665,-73.26758,-72.53885,-72.377785,-72.247604,-72.15133,-72.08243,-72.02157,-71.98949,-72.007034,-72.04341,-72.10524,-72.190445,-72.30851,-72.482506,-73.23607,-74.40665,-71.98949,-72.46603149999999
65,187.88274326518356,35.739748472695084,188.0,35.5,1250000000.0,250000.0,2023-03-01 11:59:32,1248000000.0,1252000000.0,250000.0,4000440,-74.39794,-73.24828,-72.50867,-72.353035,-72.24067,-72.13454,-72.07312,-72.03384,-72.00617,-72.02504,-72.05609,-72.118805,-72.21406,-72.34151,-72.51993,-73.247444,-74.39794,-72.00617,-72.4699465
66,191.88274326518356,35.739748472695084,192.0,35.5,1250000000.0,250000.0,2023-03-01 11:59:46,1248000000.0,1252000000.0,250000.0,4000440,-74.39577,-73.26278,-72.54299,-72.376724,-72.25448,-72.16941,-72.10972,-72.07558,-72.04475,-72.059654,-72.10753,-72.162766,-72.25017,-72.359436,-72.537285,-73.26579,-74.39577,-72.04475,-72.4984271875
